Unnamed: 0,date,item_id,quantity,price_base,sum_total,store_id,Year,Month,Day,Lag_1
20177,2023-08-15,2aa181e709c1,2.0,69.9,139.8,1.0,2023,8,15,265.11
142078,2023-09-09,92c49d176dac,1.0,67.51,67.51,1.0,2023,9,9,74.9
155310,2023-09-12,58b7e8750fbf,3.0,44.9,134.7,1.0,2023,9,12,399.9
92768,2023-08-30,d0cdb2216232,2.0,79.9,159.8,1.0,2023,8,30,449.6
79817,2023-08-27,bb6b44d05ec4,1.0,56.9,56.9,1.0,2023,8,27,82.7
107078,2023-09-02,f1a95bcf820c,2.0,199.9,399.8,1.0,2023,9,2,69.9
30600,2023-08-17,7af87f845053,0.5720000000000001,999.0,571.43,1.0,2023,8,17,1999.5
12825,2023-08-08,4f93f80deb70,4.0,79.9,319.6,1.0,2023,8,8,724.4
145999,2023-09-10,1508e22e6712,2.0,79.9,159.8,1.0,2023,9,10,379.5
118413,2023-09-04,373f12d6631d,2.0,119.9,239.8,1.0,2023,9,4,49.9
140345,2023-09-09,5c5299bb5688,3.0,63.0,189.0,1.0,2023,9,9,419.6
198459,2023-09-21,ea60987d4f61,1.0,2299.0,2299.0,1.0,2023,9,21,79.9
111528,2023-09-03,d3b0552134e4,1.988,99.73,198.26,1.0,2023,9,3,186.0
183929,2023-09-18,5d834dae9ebc,1.0,299.0,299.0,1.0,2023,9,18,1647.0
133376,2023-09-08,10d9355ce0ba,8.0,112.91,903.28,1.0,2023,9,8,179.9
55772,2023-08-22,6b75ff448f5d,9.0,159.9,1439.1,1.0,2023,8,22,2726.0
151527,2023-09-11,9b3f8e975987,1.0,131.0,131.0,1.0,2023,9,11,459.9
169194,2023-09-15,67acac446d96,1.432,319.9,458.1,1.0,2023,9,15,1649.97
121171,2023-09-05,4e1900abb923,38.0,19.82,753.14,1.0,2023,9,5,28.9
56289,2023-08-22,dbe9a2486a4f,2.0,119.9,239.8,1.0,2023,8,22,169.9
115807,2023-09-04,ebdb82ec39c5,18.0,55.9,1006.2,1.0,2023,9,4,196.0
42527,2023-08-19,01574a57789e,1.0,159.9,159.9,1.0,2023,8,19,329.7
213122,2023-09-24,288edc3aaf7f,2.0,119.9,239.8,1.0,2023,9,24,199.6
23889,2023-08-16,53036765a440,1.0,69.9,69.9,1.0,2023,8,16,329.9
57950,2023-08-23,51f56026c5bf,8.0,159.13,1273.01,1.0,2023,8,23,130.0
47890,2023-08-21,758065d2d331,0.91,936.18,851.92,1.0,2023,8,21,146.63
57952,2023-08-23,17460e91b617,1.0,349.9,349.9,1.0,2023,8,23,179.7
24920,2023-08-16,e61b485b5d05,2.0,169.0,338.0,1.0,2023,8,16,527.2
118359,2023-09-04,721a448a410f,1.0,99.9,99.9,1.0,2023,9,4,1984.42
169959,2023-09-15,3d313468fa39,1.0,12.0,12.0,1.0,2023,9,15,402.0
138064,2023-09-08,6176e6f93cc7,6.0,244.85,1469.1,1.0,2023,9,8,89.9
164286,2023-09-14,16ce83d2e5a9,1.0,279.9,279.9,1.0,2023,9,14,257.23
205705,2023-09-23,d035e8e5bc4b,1.0,49.9,49.9,1.0,2023,9,23,7445.67
39502,2023-08-19,3ed3471e5e3d,2.0,179.9,359.8,1.0,2023,8,19,444.66
215128,2023-09-25,054c99233086,4.0,87.65,350.61,1.0,2023,9,25,3527.54
234730,2023-09-29,2354ed80015a,1.0,169.9,169.9,1.0,2023,9,29,89.9
152445,2023-09-11,0991f14f2757,7.0,59.9,419.3,1.0,2023,9,11,279.9
70951,2023-08-25,9239e3f76cc9,6.0,19.9,119.4,1.0,2023,8,25,263.4
50553,2023-08-21,28173354fd01,2.0,53.9,107.8,1.0,2023,8,21,119.0
94607,2023-08-30,4232caa20b45,3.0,119.2,357.6,1.0,2023,8,30,499.9
174050,2023-09-16,a609e79d96d8,2.0,149.9,299.8,1.0,2023,9,16,395.11
100472,2023-09-01,f107daba0139,1.0,149.9,149.9,1.0,2023,9,1,2873.09
89289,2023-08-29,3d486c9d457e,0.542,768.99,416.79,1.0,2023,8,29,59.9
132072,2023-09-07,de5431075b9f,9.0,69.9,629.1,1.0,2023,9,7,129.9
183893,2023-09-18,876dab1525bc,1.0,112.9,112.9,1.0,2023,9,18,178.0
172941,2023-09-16,9302d8bf253f,1.0,99.9,99.9,1.0,2023,9,16,399.6
111407,2023-09-03,30b6efe2433d,2.0,399.9,799.8,1.0,2023,9,3,349.9
153650,2023-09-12,5d7482b892a8,1.0,89.9,89.9,1.0,2023,9,12,29.9
221298,2023-09-26,c75af69b8328,12.0,69.32,831.81,1.0,2023,9,26,2836.3
116758,2023-09-04,b48c315157c9,1.0,89.9,89.9,1.0,2023,9,4,49.9
130314,2023-09-07,2de287e567a3,5.0,99.9,499.5,1.0,2023,9,7,108.0
100047,2023-08-31,f665ca2a3a08,1.0,42.9,42.9,1.0,2023,8,31,889.9
146524,2023-09-10,d98cda0bcd77,2.0,129.9,259.8,1.0,2023,9,10,119.7
101091,2023-09-01,a152eacd8dd8,1.0,59.9,59.9,1.0,2023,9,1,598.8
7966,2023-08-07,b7d92ae53808,1.0,35.9,35.9,1.0,2023,8,7,549.5
209505,2023-09-23,7040c06786e2,68.0,139.72,9500.74,1.0,2023,9,23,151.02
232670,2023-09-28,042a6ab1eea8,1.0,27.9,27.9,1.0,2023,9,28,199.9
49676,2023-08-21,661b4f56e625,2.0,79.9,159.8,1.0,2023,8,21,259.68
120613,2023-09-05,3dbd97eee94f,1.0,129.9,129.9,1.0,2023,9,5,1373.1
86422,2023-08-29,e96198e9fa6b,25.0,103.86,2596.44,1.0,2023,8,29,815.9
97796,2023-08-31,c3f46cfcb119,31.0,77.87,2413.86,1.0,2023,8,31,166.36
157347,2023-09-13,83bcb3329f51,1.0,99.9,99.9,1.0,2023,9,13,1996.22
175275,2023-09-16,1a4eb5ec768a,2.0,99.0,198.0,1.0,2023,9,16,70.0
50274,2023-08-21,2b4ed1e812ef,3.0,293.6,880.8,1.0,2023,8,21,81.51
52363,2023-08-21,7a88a2ff020d,14.0,35.61,498.6,1.0,2023,8,21,118.9
61707,2023-08-24,4ac4a22994d5,1.0,55.0,55.0,1.0,2023,8,24,222.5
70527,2023-08-25,042eb9c29e10,6.0,219.9,1319.4,1.0,2023,8,25,373.9
135709,2023-09-08,35e330cc1954,1.0,48.9,48.9,1.0,2023,9,8,186.3
78528,2023-08-27,412a760870c1,35.0,48.95,1713.13,1.0,2023,8,27,59.9
10490,2023-08-08,3c93c9e32812,1.0,189.9,189.9,1.0,2023,8,8,279.0
51376,2023-08-21,f3fb6209799b,2.0,122.05,244.1,1.0,2023,8,21,179.8
27194,2023-08-16,08b0ae3e90c6,1.0,120.0,120.0,1.0,2023,8,16,259.8
21075,2023-08-15,c90f3baff943,139.0,39.63,5508.02,1.0,2023,8,15,809.1
109738,2023-09-02,cabf5e477757,5.0,249.9,1249.5,1.0,2023,9,2,35.2
23012,2023-08-15,6d12075f0de9,6.0,78.56,471.38,1.0,2023,8,15,118.3
135682,2023-09-08,79fdc441b59f,54.0,139.56,7536.25,1.0,2023,9,8,5011.46
94986,2023-08-30,a1d5b5dfa27a,3.0,139.9,419.7,1.0,2023,8,30,89.9
216944,2023-09-25,3bbf680a8938,1.0,57.9,57.9,1.0,2023,9,25,957.81
4768,2023-08-04,162665c6cd0f,6.0,89.13,534.75,1.0,2023,8,4,398.03
30665,2023-08-17,ae55061ab73b,2.0,119.9,239.8,1.0,2023,8,17,519.29
42784,2023-08-19,6c727658203d,2.0,39.9,79.8,1.0,2023,8,19,279.9
218309,2023-09-25,538ea6432eda,3.0,79.9,239.7,1.0,2023,9,25,239.8
197022,2023-09-21,14a102221719,1.0,49.9,49.9,1.0,2023,9,21,199.6
25095,2023-08-16,581d50bf0c38,19.0,72.65,1380.29,1.0,2023,8,16,557.36
123837,2023-09-05,304f24310d5f,16.0,128.88,2062.07,1.0,2023,9,5,2500.0
203636,2023-09-22,3b780d1d89a7,7.418,565.64,4195.91,1.0,2023,9,22,2855.36
2864,2023-08-04,ff525a810224,1.0,69.0,69.0,1.0,2023,8,4,189.9
195429,2023-09-21,27cc227ee693,5.0,67.54,337.7,1.0,2023,9,21,536.25
8940,2023-08-07,d8fa49a594d8,17.0,69.61,1183.3,1.0,2023,8,7,147.5
57579,2023-08-23,145d9d276efb,13.338,395.76,5278.71,1.0,2023,8,23,319.8
114044,2023-09-03,688308d7e779,1.0,49.9,49.9,1.0,2023,9,3,164.7
97031,2023-08-31,32d834ed0d9c,2.0,130.0,260.0,1.0,2023,8,31,6592.95
190440,2023-09-19,5dcc43e0d99f,26.65,414.43,11044.47,1.0,2023,9,19,349.3
171295,2023-09-15,4366d222cef6,3.0,529.9,1589.7,1.0,2023,9,15,2080.0
3445,2023-08-04,6324c12022a2,2.0,239.8,479.6,1.0,2023,8,4,139.9
113772,2023-09-03,e3d76037721f,11.0,74.44,818.85,1.0,2023,9,3,259.8
17010,2023-08-09,94bfdce908b0,21.0,98.61,2070.71,1.0,2023,8,9,179.9
159659,2023-09-13,09c375b4e892,2.0,61.66,123.31,1.0,2023,9,13,449.34
108523,2023-09-02,d010599a929f,1.0,99.9,99.9,1.0,2023,9,2,149.9
38282,2023-08-19,91f65084d1d9,0.924,478.99,442.59,1.0,2023,8,19,59.9
20400,2023-08-15,aa93e7fba073,1.0,172.0,172.0,1.0,2023,8,15,283.5
191328,2023-09-20,2c58853bf68e,1.0,309.9,309.9,1.0,2023,9,20,119.8
169862,2023-09-15,95bab181adb4,1.0,69.9,69.9,1.0,2023,9,15,287.3
34686,2023-08-18,9344c3cc3e6a,10.0,43.61,436.08,1.0,2023,8,18,685.28
39128,2023-08-19,583f450b1371,1.0,129.9,129.9,1.0,2023,8,19,84.9
31082,2023-08-17,ac308a9142be,1.0,149.9,149.9,1.0,2023,8,17,559.8
175359,2023-09-16,8ae4227ce1fb,3.0,669.9,2009.7,1.0,2023,9,16,14816.6
17886,2023-08-09,d788cc0f8e2a,3.0,159.9,479.7,1.0,2023,8,9,54.0
57248,2023-08-23,ffea55e3589f,1.541,513.98,792.05,1.0,2023,8,23,239.6
166282,2023-09-14,c2e5c66859d5,2.0,69.9,139.8,1.0,2023,9,14,3435.6
791,2023-08-04,8ce6abf60356,2.182,1031.05,2249.75,1.0,2023,8,4,302.34
118553,2023-09-04,44ded38352b3,17.0,149.9,2548.3,1.0,2023,9,4,284.0
167052,2023-09-15,d8fd59ad47ae,2.0,92.9,185.8,1.0,2023,9,15,269.8
1417,2023-08-04,227e8a049851,1.0,89.9,89.9,1.0,2023,8,4,1076.73
49681,2023-08-21,35ffbd6333c1,3.0,18.9,56.7,1.0,2023,8,21,447.0
6849,2023-08-07,ee10b86ba378,1.0,59.9,59.9,1.0,2023,8,7,31.58
123945,2023-09-05,2a016ea9c7ae,4.0,79.9,319.6,1.0,2023,9,5,2055.39
160836,2023-09-13,2f17662e585e,1.0,662.5,662.5,1.0,2023,9,13,1980.0
182464,2023-09-18,fbcb81977647,1.0,59.9,59.9,1.0,2023,9,18,55.9
35861,2023-08-18,f98c5a3c7a52,5.0,29.9,149.5,1.0,2023,8,18,969.9
208562,2023-09-23,5db44abdaf42,3.0,43.3,129.9,1.0,2023,9,23,1324.67
201787,2023-09-22,1d368c98c17c,2.0,79.9,159.8,1.0,2023,9,22,886.7
230037,2023-09-28,0b31a265d43e,1.0,299.9,299.9,1.0,2023,9,28,71.0
216070,2023-09-25,59ab65651d00,1.0,119.9,119.9,1.0,2023,9,25,5391.68
220775,2023-09-26,16d1a22a5a0a,9.0,97.9,881.1,1.0,2023,9,26,198.0
37584,2023-08-18,f837fcb56447,2.0,157.9,315.8,1.0,2023,8,18,128.7
201090,2023-09-22,d694116d39a9,1.0,99.3,99.3,1.0,2023,9,22,249.9
48790,2023-08-21,db6ad4c5ab27,1.0,95.0,95.0,1.0,2023,8,21,378.06
179165,2023-09-17,2ce219d50792,4.0,49.9,199.6,1.0,2023,9,17,72.9
139355,2023-09-09,999fddd76943,2.362,742.91,1754.76,1.0,2023,9,9,179.7
77922,2023-08-27,9a939a08a84d,1.0,35.9,35.9,1.0,2023,8,27,89.9
118085,2023-09-04,b3606eafdc44,0.084,3999.05,335.92,1.0,2023,9,4,77.7
207235,2023-09-23,32178e6be9a8,0.29,459.9,133.37,1.0,2023,9,23,314.45
59103,2023-08-23,e98902c63c9a,0.515,199.9,102.95,1.0,2023,8,23,119.0
123935,2023-09-05,f6607bc53b55,4.0,47.85,191.4,1.0,2023,9,5,209.3
195170,2023-09-20,82f6bb11e36a,1.0,169.9,169.9,1.0,2023,9,20,203.98
179426,2023-09-17,bec7b97774c9,1.0,159.9,159.9,1.0,2023,9,17,255.6
48687,2023-08-21,02a3d8f23f6e,1.0,32.9,32.9,1.0,2023,8,21,710.54
151930,2023-09-11,093830ef33f1,2.0,57.95,115.9,1.0,2023,9,11,99.9
204310,2023-09-22,d9d680a0977a,1.0,149.9,149.9,1.0,2023,9,22,129.9
227694,2023-09-27,3af0e3825fbb,5.39,1598.46,8615.68,1.0,2023,9,27,158.7
169910,2023-09-15,cf37d671b004,40.0,69.77,2790.92,1.0,2023,9,15,94.9
34566,2023-08-18,8c3a86a453e4,1.0,89.9,89.9,1.0,2023,8,18,99.59
64952,2023-08-24,e0ad825e8a2c,1.0,59.9,59.9,1.0,2023,8,24,568.19
18259,2023-08-09,43ec2d6d3df4,1.0,188.97,188.97,1.0,2023,8,9,1138.33
200393,2023-09-22,514e2fd286a0,1.0,549.9,549.9,1.0,2023,9,22,288.65
150352,2023-09-11,1a2ad34bb3c5,3.0,69.9,209.7,1.0,2023,9,11,111.51
141387,2023-09-09,8dedfdcd9c60,8.992,549.9,4944.69,1.0,2023,9,9,1199.4
83464,2023-08-28,0490f9ff0852,1.0,549.9,549.9,1.0,2023,8,28,2551.33
219965,2023-09-26,1d368c98c17c,2.0,75.64,151.27,1.0,2023,9,26,112.64
71487,2023-08-25,88011c2a271b,1.0,31.9,31.9,1.0,2023,8,25,624.5
147847,2023-09-10,372c0dd1a8b8,0.48,649.0,311.52,1.0,2023,9,10,472.1
108333,2023-09-02,097f699811d6,28.0,47.78,1337.93,1.0,2023,9,2,139.9
53571,2023-08-22,022092f304ba,2.0,34.9,69.8,1.0,2023,8,22,79.9
182922,2023-09-18,c86ab298fa0e,9.0,160.57,1445.1,1.0,2023,9,18,688.77
158687,2023-09-13,ad57952b7b26,3.0,69.9,209.7,1.0,2023,9,13,347.8
29216,2023-08-17,4f2db5c52520,51.203,157.92,8085.77,1.0,2023,8,17,259.8
147310,2023-09-10,a3af24904261,3.0,89.9,269.7,1.0,2023,9,10,199.9
90984,2023-08-30,dcc65beba1d0,10.388,346.03,3594.54,1.0,2023,8,30,179.8
140299,2023-09-09,79003770e55b,2.0,639.0,1278.0,1.0,2023,9,9,140.0
130894,2023-09-07,efab6a1bfda6,2.0,32.9,65.8,1.0,2023,9,7,99.9
195810,2023-09-21,0f116ff0b63a,5.0,62.8,314.01,1.0,2023,9,21,159.0
177457,2023-09-17,d1b115bc335c,2.0,101.0,202.0,1.0,2023,9,17,692.0
33966,2023-08-18,4006d7dc01f2,5.0,151.4,757.0,1.0,2023,8,18,358.77
73768,2023-08-26,ab7155efc315,1.0,55.9,55.9,1.0,2023,8,26,359.7
186815,2023-09-19,131bd068ae57,2.0,24.9,49.8,1.0,2023,9,19,199.9
45451,2023-08-20,b09efffb8bb1,10.0,29.55,295.54,1.0,2023,8,20,219.0
72206,2023-08-26,f84421845506,2.0,188.62,377.23,1.0,2023,8,26,374.15
180835,2023-09-17,0a82dd9022f8,1.0,199.9,199.9,1.0,2023,9,17,209.9
107396,2023-09-02,d34e1d1bc614,1.0,79.9,79.9,1.0,2023,9,2,227.4
61272,2023-08-23,3ffc48837e9b,2.0,99.9,199.8,1.0,2023,8,23,3943.5
96932,2023-08-31,a99bc1ab10f4,6.0,213.0,1278.0,1.0,2023,8,31,49.9
159751,2023-09-13,2372c29edd55,1.0,258.0,258.0,1.0,2023,9,13,444.29
205482,2023-09-23,4fcef9cec784,9.599,319.9,3070.72,1.0,2023,9,23,798.4
201863,2023-09-22,56a254c27103,1.0,109.9,109.9,1.0,2023,9,22,239.8
121427,2023-09-05,a102809eac78,2.0,110.9,221.8,1.0,2023,9,5,179.9
4561,2023-08-04,cbd8645e0c0a,10.0,9.9,99.0,1.0,2023,8,4,239.31
69240,2023-08-25,68b1397119e1,2.0,1350.0,2700.0,1.0,2023,8,25,241.9
185345,2023-09-18,9f5b9401d83d,4.0,200.32,801.28,1.0,2023,9,18,523.0
234189,2023-09-29,67462c40e05a,3.0,49.73,149.2,1.0,2023,9,29,99.8
218893,2023-09-25,132663c72eaa,3.0,148.3,444.89,1.0,2023,9,25,88.61
20162,2023-08-15,f67e880f6e80,3.0,99.44,298.33,1.0,2023,8,15,563.88
203795,2023-09-22,092aac6b9bec,1.0,499.0,499.0,1.0,2023,9,22,171.0
220106,2023-09-26,1ee919c03ac2,3.0,98.45,295.36,1.0,2023,9,26,304.66
116256,2023-09-04,aa8b8cb6c658,3.0,69.9,209.7,1.0,2023,9,4,131.8
176825,2023-09-16,fbab063f18de,1.0,111.29,111.29,1.0,2023,9,16,838.83
128536,2023-09-07,67660e92e334,5.0,145.0,725.0,1.0,2023,9,7,803.66
132097,2023-09-07,667881276649,1.0,269.9,269.9,1.0,2023,9,7,1788.81
172127,2023-09-16,8fd6ff838d9e,1.0,69.9,69.9,1.0,2023,9,16,598.91
216164,2023-09-25,6cafc2bd1271,1.0,99.0,99.0,1.0,2023,9,25,176.61
8006,2023-08-07,5f3114373ddd,2.0,499.9,999.8,1.0,2023,8,7,3158.74
156951,2023-09-12,ad4c450b70ae,1.0,169.9,169.9,1.0,2023,9,12,120.9
214807,2023-09-24,86ef4cf2b8a9,6.0,299.9,1799.4,1.0,2023,9,24,279.6
84753,2023-08-28,d3deb022e0fa,1.0,41.27,41.27,1.0,2023,8,28,1751.05
197627,2023-09-21,1b7358178593,76.185,25.89,1972.26,1.0,2023,9,21,719.0
138932,2023-09-09,f6f3f60ba6bc,1.0,59.9,59.9,1.0,2023,9,9,499.5
197041,2023-09-21,acb5e57e5327,2.0,74.9,149.8,1.0,2023,9,21,129.8
113824,2023-09-03,f641ee0ba29f,2.0,79.9,159.8,1.0,2023,9,3,556.79
188051,2023-09-19,c5d980efaddd,3.49,235.49,821.87,1.0,2023,9,19,846.0
83300,2023-08-28,08dcb6d0c9bb,6.893,397.1,2737.22,1.0,2023,8,28,479.4
22896,2023-08-15,7ff79102e5e4,1.0,89.91,89.91,1.0,2023,8,15,508.3
225898,2023-09-27,8c3a86a453e4,2.0,61.9,123.8,1.0,2023,9,27,131.03
110340,2023-09-02,7ff6528677e4,5.0,129.0,645.0,1.0,2023,9,2,119.8
85460,2023-08-28,63d4e6a0a81e,12.884,189.51,2441.59,1.0,2023,8,28,113.49
56110,2023-08-22,3ae3647ddfae,1.0,399.0,399.0,1.0,2023,8,22,399.9
72519,2023-08-26,bf4ba6f27347,5.0,117.08,585.4,1.0,2023,8,26,287.98
116078,2023-09-04,12b1b5bd1e36,21.0,145.53,3056.19,1.0,2023,9,4,959.4
234757,2023-09-29,66f2de193117,4.0,106.11,424.42,1.0,2023,9,29,64.9
37601,2023-08-18,1b008dee97d2,1.0,399.9,399.9,1.0,2023,8,18,885.0
142818,2023-09-09,5d0b94d39cf0,2.0,159.9,319.8,1.0,2023,9,9,545.53
11270,2023-08-08,e0105bc2c1f4,4.0,149.9,599.6,1.0,2023,8,8,85.0
218966,2023-09-25,5fa767cf1c23,1.0,899.9,899.9,1.0,2023,9,25,328.0
123662,2023-09-05,1aee2b2e7dbe,5.0,89.9,449.5,1.0,2023,9,5,1753.59
229552,2023-09-28,69a3bd4a552c,12.0,120.83,1450.0,1.0,2023,9,28,2007.0
73348,2023-08-26,fd64aae3e732,2.0,89.9,179.8,1.0,2023,8,26,54.47
159182,2023-09-13,23f4e72a4e76,1.0,339.9,339.9,1.0,2023,9,13,1324.36
196733,2023-09-21,6bbe6a2dce53,1.0,159.9,159.9,1.0,2023,9,21,159.9
142766,2023-09-09,3ffc48837e9b,2.0,69.9,139.8,1.0,2023,9,9,1199.8
